"id","L","A","C","Y"
2595,0,0,0,0
2596,1,1,0,0
2597,1,0,0,0
2598,0,0,0,0
2599,0,0,0,1
2600,1,2,0,0
2601,0,1,0,0
2602,0,0,0,1
2603,0,0,0,1
2604,1,1,0,0
2605,0,1,1,NA
2606,0,1,0,0
2607,0,0,0,0
2608,1,1,1,NA
2609,0,1,0,0
2610,1,0,0,0
2611,1,2,0,0
2612,0,1,0,0
2613,0,0,0,0
2614,1,2,1,NA
2615,0,1,0,0
2616,0,1,0,0
2617,1,1,0,0
2618,0,0,1,NA
2619,1,1,0,0
2620,0,0,0,0
2621,1,1,0,0
2622,0,0,0,0
2623,0,1,0,0
2624,1,0,0,0
2625,1,2,1,NA
2626,0,2,1,NA
2627,0,0,0,0
2628,1,1,0,0
2629,1,2,1,NA
2630,0,1,0,0
2631,1,1,0,0
2632,0,1,0,0
2633,1,2,0,0
2634,1,2,0,0
2635,1,0,0,0
2636,1,1,1,NA
2637,1,0,0,0
2638,1,0,0,0
2639,0,0,0,1
2640,1,2,0,0
2641,0,1,0,0
2642,1,2,0,0
2643,1,1,0,0
2644,0,2,1,NA
2645,1,2,1,NA
2646,0,0,0,0
2647,1,0,0,0
2648,0,2,1,NA
2649,1,2,0,0
2650,0,1,0,0
2651,1,2,0,0
2652,1,2,0,0
2653,0,1,0,0
2654,1,1,0,0
2655,0,1,0,0
2656,1,1,1,NA
2657,0,2,1,NA
2658,0,0,0,0
2659,1,1,0,0
2660,0,0,1,NA
2661,1,2,1,NA
2662,1,1,0,0
2663,1,0,0,0
2664,1,0,1,NA
2665,0,0,0,1
2666,1,1,0,0
2667,1,0,0,0
2668,1,1,1,NA
2669,0,0,0,1
2670,0,1,0,0
2671,0,2,0,0
2672,1,2,0,0
2673,1,1,0,0
2674,1,1,0,0
2675,0,0,0,0
2676,0,0,1,NA
2677,0,1,0,1
2678,0,1,0,0
2679,1,1,0,0
2680,0,0,0,1
2681,0,0,0,1
2682,1,1,1,NA
2683,0,0,0,0
2684,1,2,1,NA
2685,0,1,0,0
2686,1,0,0,0
2687,1,0,0,0
2688,1,1,0,0
2689,0,1,0,0
2690,0,0,0,1
2691,0,1,0,0
2692,0,0,0,0
2693,0,1,0,0
2694,1,0,0,1
2695,1,2,0,0
2696,1,1,0,0
2697,0,1,0,0
2698,1,2,0,0
2699,1,1,0,1
2700,1,1,0,0
2701,0,1,0,0
2702,0,1,1,NA
2703,0,2,0,0
2704,1,1,0,0
2705,0,1,0,0
2706,1,1,0,0
2707,1,1,0,0
2708,0,0,0,0
2709,0,0,0,0
2710,1,0,0,0
2711,0,0,0,1
2712,0,0,0,0
2713,0,0,0,0
2714,0,1,0,0
2715,0,1,0,0
2716,1,1,0,0
2717,0,2,0,0
2718,1,1,0,0
2719,0,0,0,0
2720,0,1,0,0
2721,0,0,0,1
2722,0,0,0,0
2723,0,0,0,1
2724,0,2,0,0
2725,1,1,0,0
2726,1,1,0,1
2727,1,1,0,0
2728,1,1,0,0
2729,1,0,0,0
2730,1,2,0,0
2731,0,1,1,NA
2732,1,2,1,NA
2733,0,0,0,0
2734,0,0,0,1
2735,1,2,1,NA
2736,1,1,0,0
2737,0,1,0,0
2738,1,0,0,0
2739,1,1,0,0
2740,1,0,1,NA
2741,0,0,0,0
2742,0,1,0,1
2743,1,2,0,0
2744,1,2,1,NA
2745,1,1,1,NA
2746,0,1,0,0
2747,1,0,0,0
2748,1,1,0,0
2749,1,1,0,0
2750,1,1,0,0
2751,1,1,0,0
2752,1,2,0,0
2753,0,0,0,0
2754,0,0,0,1
2755,0,0,0,0
2756,1,1,0,0
2757,0,0,0,0
2758,0,0,0,0
2759,1,1,1,NA
2760,0,0,0,1
2761,0,1,0,0
2762,0,0,1,NA
2763,0,1,0,0
2764,0,0,1,NA
2765,0,2,1,NA
2766,1,0,0,0
2767,1,2,0,0
2768,1,1,0,0
2769,0,0,0,1
2770,1,0,0,0
2771,1,2,0,0
2772,0,1,0,0
2773,0,0,0,0
2774,0,0,1,NA
2775,1,1,0,0
2776,0,1,0,0
2777,0,1,0,0
2778,1,2,1,NA
2779,0,1,0,0
2780,0,1,0,0
2781,0,0,0,1
2782,0,1,0,0
2783,0,2,1,NA
2784,1,0,0,1
2785,1,1,1,NA
2786,0,1,0,0
2787,1,1,0,0
2788,0,0,0,0
2789,0,0,0,0
2790,1,1,0,0
2791,0,0,1,NA
2792,0,0,0,1
2793,0,0,0,0
2794,0,0,0,0
2795,0,2,1,NA
2796,1,0,0,0
2797,0,1,0,1
2798,1,0,0,1
2799,0,0,0,1
2800,0,1,0,0
2801,0,0,0,0
2802,1,1,0,0
2803,1,1,0,0
2804,1,2,0,0
2805,1,1,0,0
2806,0,1,1,NA
2807,1,1,0,0
2808,1,2,1,NA
2809,1,1,0,0
2810,0,0,0,0
2811,1,2,1,NA
2812,1,0,0,0
2813,1,0,0,0
2814,1,1,0,0
2815,0,2,1,NA
2816,0,1,1,NA
2817,0,1,0,1
2818,1,0,0,0
2819,0,0,1,NA
2820,1,1,0,0
2821,1,0,0,0
2822,0,0,0,0
2823,0,0,0,0
2824,1,2,0,0
2825,0,0,0,0
2826,0,0,0,0
2827,0,1,0,0
2828,0,1,1,NA
2829,1,1,1,NA
2830,0,1,1,NA
2831,0,0,0,1
2832,0,0,0,0
2833,1,0,0,1
2834,1,0,0,0
2835,1,1,0,0
2836,0,1,0,0
2837,1,1,0,0
2838,0,0,0,0
2839,1,1,0,0
2840,0,1,0,0
2841,1,0,0,0
2842,0,0,0,0
2843,1,2,1,NA
2844,1,0,0,0
2845,0,0,0,0
2846,0,1,0,0
2847,1,2,0,0
2848,0,1,0,0
2849,1,1,0,0
2850,0,0,0,0
2851,0,2,1,NA
2852,0,1,0,1
2853,1,1,0,0
2854,1,1,0,0
2855,0,0,0,1
2856,0,0,0,0
2857,0,2,0,0
2858,1,1,0,0
2859,1,2,0,0
2860,1,1,0,0
2861,1,0,0,0
2862,1,1,1,NA
2863,0,1,0,1
2864,1,1,0,0
2865,1,1,0,0
2866,1,1,0,0
2867,0,0,0,0
2868,1,1,0,0
2869,0,0,0,1
2870,1,2,1,NA
2871,0,0,0,0
2872,1,0,0,0
2873,0,0,0,0
2874,1,0,0,0
2875,0,2,1,NA
2876,0,0,0,1
2877,1,2,0,0
2878,0,0,0,0
2879,1,1,0,0
2880,0,0,0,0
2881,1,0,0,0
2882,1,0,0,0
2883,1,1,0,0
2884,1,2,0,0
2885,0,1,0,0
2886,1,1,0,0
2887,1,1,0,0
2888,1,0,0,0
2889,0,0,0,0
2890,1,1,1,NA
2891,0,1,0,0
2892,1,1,0,0
2893,1,1,0,0
2894,1,2,0,0
2895,1,2,1,NA
2896,1,2,1,NA
2897,1,0,0,0
2898,1,2,0,0
2899,0,0,0,0
2900,0,1,1,NA
2901,1,1,0,0
2902,0,1,0,0
2903,1,1,0,0
2904,0,0,1,NA
2905,0,0,0,0
2906,1,2,0,0
2907,0,1,1,NA
2908,1,1,0,0
2909,0,0,0,1
2910,0,0,0,0
2911,1,1,0,0
2912,1,2,1,NA
2913,0,2,1,NA
2914,0,0,0,0
2915,1,2,0,0
2916,1,1,0,0
2917,0,1,1,NA
2918,0,0,0,1
2919,0,0,0,0
2920,1,2,0,0
2921,1,1,0,0
2922,1,0,0,0
2923,0,0,0,1
2924,0,0,0,0
2925,1,1,1,NA
2926,0,2,0,0
2927,1,1,0,0
2928,1,1,0,0
2929,1,2,0,0
2930,0,1,0,0
2931,1,2,0,0
2932,1,0,0,0
2933,1,0,0,1
2934,1,1,0,0
2935,1,1,0,0
2936,1,2,1,NA
2937,1,0,0,1
2938,0,2,1,NA
2939,1,1,0,0
2940,1,1,0,0
2941,0,1,0,0
2942,0,0,0,0
2943,0,0,0,0
2944,0,1,0,0
2945,0,1,0,0
2946,1,0,0,0
2947,1,2,0,0
2948,0,0,0,0
2949,0,1,0,0
2950,1,0,0,0
2951,1,0,0,0
2952,1,1,0,0
2953,0,0,0,0
2954,0,0,0,0
2955,1,0,0,0
2956,0,1,0,0
2957,1,1,0,0
2958,1,2,0,0
2959,0,0,0,0
2960,1,0,0,0
2961,1,2,1,NA
2962,1,2,0,1
2963,0,0,1,NA
2964,1,2,0,0
2965,1,1,0,0
2966,1,1,1,NA
2967,0,0,1,NA
2968,0,0,0,0
2969,1,1,0,0
2970,0,0,0,1
2971,0,0,0,1
2972,1,2,0,0
2973,0,0,0,0
2974,0,1,0,0
2975,1,1,0,0
2976,1,1,0,0
2977,0,2,1,NA
2978,0,0,0,0
2979,1,1,0,0
2980,0,0,0,0
2981,0,0,1,NA
2982,0,1,0,0
2983,0,1,1,NA
2984,0,0,0,0
2985,0,0,0,1
2986,0,0,0,0
2987,0,2,0,0
2988,1,2,0,0
2989,1,0,0,0
2990,1,0,0,0
2991,0,1,0,1
2992,0,0,0,1
2993,1,1,0,0
2994,1,2,0,1
2995,1,1,0,0
2996,1,2,1,NA
2997,0,0,0,0
2998,1,2,0,0
2999,1,1,0,0
3000,0,0,0,0
3001,0,0,0,0
3002,1,0,0,0
3003,0,0,0,1
3004,1,1,0,0
3005,1,2,0,0
3006,1,1,0,0
3007,1,1,0,0
3008,0,2,0,0
3009,0,2,1,NA
3010,1,1,0,0
3011,0,0,0,0
3012,0,2,1,NA
3013,0,1,0,0
3014,1,2,0,0
3015,1,1,0,0
3016,0,1,1,NA
3017,0,0,0,1
3018,1,2,1,NA
3019,1,2,0,0
3020,1,1,0,0
3021,1,0,0,1
3022,0,0,0,1
3023,1,1,0,0
3024,0,1,0,0
3025,1,0,0,0
3026,1,2,0,0
3027,1,0,0,0
3028,0,1,0,0
3029,0,2,1,NA
3030,0,0,0,0
3031,0,0,0,0
3032,0,0,1,NA
3033,0,0,0,0
3034,1,1,0,0
3035,1,0,0,0
3036,0,1,1,NA
3037,0,1,0,0
3038,0,1,0,0
3039,1,1,0,0
3040,1,1,0,0
3041,1,0,0,0
3042,1,1,0,0
3043,0,0,0,1
3044,0,1,0,0
3045,1,0,0,0
3046,1,0,0,0
3047,1,1,0,0
3048,1,1,0,0
3049,0,1,0,0
3050,0,1,0,0
3051,1,2,0,0
3052,1,1,0,0
3053,0,1,0,0
3054,1,2,0,0
3055,1,1,1,NA
3056,1,1,1,NA
3057,1,1,0,0
3058,1,0,0,0
3059,0,0,0,0
3060,0,1,1,NA
3061,0,1,0,1
3062,0,1,0,0
3063,1,0,0,0
3064,0,1,1,NA
3065,1,1,0,0
3066,1,1,0,0
3067,1,1,0,0
3068,1,1,1,NA
3069,1,2,0,0
3070,1,1,0,0
3071,0,1,0,0
3072,1,0,0,0
3073,1,0,0,0
3074,0,1,0,0
3075,0,0,0,0
3076,1,0,0,0
3077,0,0,0,0
3078,0,1,1,NA
3079,1,1,0,0
3080,1,2,0,0
3081,0,0,0,0
3082,0,0,0,0
3083,0,0,0,0
3084,1,2,0,0
3085,0,0,0,0
3086,1,2,1,NA
3087,1,2,0,0
3088,0,1,0,0
3089,0,0,0,0
3090,0,1,0,0
3091,1,1,0,0
3092,0,1,0,1
3093,0,1,0,0
3094,0,0,0,0
3095,1,1,0,0
3096,1,0,0,0
3097,1,0,1,NA
3098,0,2,1,NA
3099,1,1,0,0
3100,0,1,0,0
3101,1,0,0,1
3102,1,2,1,NA
3103,1,1,0,0
3104,0,1,0,0
3105,0,2,1,NA
3106,1,1,0,0
3107,0,1,1,NA
3108,0,0,0,0
3109,0,1,0,1
3110,1,2,0,0
3111,0,0,0,0
3112,1,0,0,0
3113,0,0,0,0
3114,0,0,1,NA
3115,1,1,0,0
3116,0,0,0,1
3117,0,0,0,0
3118,1,2,1,NA
3119,1,2,1,NA
3120,1,2,0,0
3121,1,0,0,0
3122,0,1,0,0
3123,0,0,0,1
3124,1,1,0,0
3125,0,1,1,NA
3126,0,0,1,NA
3127,0,0,0,1
3128,0,0,0,0
3129,0,0,0,1
3130,0,0,0,0
3131,0,0,0,0
3132,1,1,0,0
3133,0,0,1,NA
3134,1,1,0,0
3135,0,0,0,1
3136,1,2,0,0
3137,0,0,1,NA
3138,1,1,0,0
3139,1,2,0,0
3140,1,1,0,0
3141,1,1,0,0
3142,1,1,0,0
3143,1,2,0,0
3144,0,1,0,0
3145,0,1,1,NA
3146,1,1,0,0
3147,0,1,0,0
3148,1,1,0,0
3149,0,0,0,1
3150,0,0,1,NA
3151,0,1,0,1
3152,1,1,0,0
3153,0,0,0,0
3154,1,0,0,0
3155,1,2,0,0
3156,0,0,1,NA
3157,0,1,0,0
3158,1,1,0,0
3159,1,2,0,0
3160,0,0,0,0
3161,0,1,0,0
3162,0,0,1,NA
3163,0,1,0,0
3164,0,2,0,0
3165,1,1,0,0
3166,1,1,0,0
3167,1,1,0,0
3168,0,0,1,NA
3169,1,2,1,NA
3170,1,1,0,0
3171,1,1,0,0
3172,1,2,0,0
3173,0,0,0,1
3174,1,1,0,0
3175,0,0,0,0
3176,1,1,0,0
3177,1,1,0,0
3178,0,0,0,0
3179,1,1,0,0
3180,0,1,0,0
3181,0,0,0,0
3182,1,0,0,0
3183,1,0,0,0
3184,1,2,0,0
3185,1,0,0,0
3186,1,1,0,0
3187,0,1,0,1
3188,1,1,0,0
3189,1,1,0,0
3190,0,0,0,0
3191,1,1,0,0
3192,1,0,0,0
3193,0,0,0,0
3194,0,1,0,0
3195,1,2,0,0
3196,1,0,0,0
3197,0,0,0,0
3198,0,1,1,NA
3199,0,2,1,NA
3200,1,1,0,0
3201,1,1,0,0
3202,0,0,1,NA
3203,1,1,0,0
3204,0,0,1,NA
3205,0,1,0,0
3206,0,1,1,NA
3207,0,1,0,0
3208,0,0,0,0
3209,0,0,1,NA
3210,1,1,0,0
3211,1,2,0,0
3212,0,1,0,0
3213,1,0,0,0
3214,1,2,1,NA
3215,0,0,0,0
3216,1,1,0,0
3217,1,1,0,0
3218,0,1,1,NA
3219,1,2,0,0
3220,1,0,0,0
3221,1,1,0,1
3222,0,1,0,0
3223,1,2,1,NA
3224,1,0,0,1
3225,1,1,0,0
3226,1,1,0,0
3227,1,2,0,0
3228,0,0,0,1
3229,1,0,0,0
3230,1,1,0,0
3231,0,0,0,0
3232,1,2,0,0
3233,0,0,0,0
3234,0,0,0,0
3235,0,1,0,0
3236,0,1,0,0
3237,1,0,0,1
3238,0,1,1,NA
3239,0,1,1,NA
3240,0,0,0,0
3241,0,0,0,0
3242,0,0,1,NA
3243,0,0,0,0
3244,1,1,0,0
3245,0,0,0,0
3246,1,0,0,0
3247,1,1,0,0
3248,1,1,0,0
3249,1,2,0,0
3250,0,1,1,NA
3251,1,2,0,0
3252,1,1,0,0
3253,0,1,0,0
3254,1,1,0,0
3255,1,2,0,0
3256,0,1,0,0
3257,1,1,0,0
3258,0,0,0,0
3259,1,1,0,0
3260,1,1,0,0
3261,0,0,0,0
3262,1,0,0,0
3263,0,1,0,0
3264,1,2,0,0
3265,0,1,0,0
3266,0,0,0,0
3267,0,0,0,0
3268,1,2,0,0
3269,0,0,0,0
3270,0,0,0,0
3271,1,1,0,0
3272,0,0,0,1
3273,0,2,0,0
3274,0,2,0,0
3275,1,0,0,0
3276,0,0,0,0
3277,1,0,0,1
3278,0,0,0,0
3279,1,0,0,1
3280,1,2,1,NA
3281,0,0,0,1
3282,0,1,1,NA
3283,0,0,0,1
3284,1,1,1,NA
3285,0,1,0,0
3286,1,1,0,0
3287,1,0,0,0
3288,0,0,0,0
3289,0,1,0,0
3290,0,1,0,0
3291,0,0,0,0
3292,0,0,0,0
3293,1,0,0,0
3294,1,0,0,0
3295,1,2,0,0
3296,0,0,0,0
3297,1,1,0,0
3298,1,1,0,0
3299,0,0,0,0
3300,1,2,0,0
3301,0,0,0,0
3302,0,0,0,0
3303,0,0,0,0
3304,0,0,0,0
3305,0,1,0,0
3306,0,0,0,0
3307,1,1,0,0
3308,1,2,0,0
3309,1,2,1,NA
3310,1,2,0,0
3311,0,1,1,NA
3312,1,0,0,0
3313,1,2,1,NA
3314,0,0,0,0
3315,0,0,0,0
3316,0,0,0,0
3317,0,0,0,1
3318,0,0,0,0
3319,0,0,0,0
3320,1,1,0,0
3321,0,0,0,0
3322,1,0,0,0
3323,0,1,0,0
3324,0,0,0,0
3325,0,0,0,0
3326,0,0,0,0
3327,1,1,0,0
3328,1,2,0,0
3329,0,1,0,0
3330,1,0,0,0
3331,0,1,0,0
3332,1,0,0,0
3333,0,1,0,0
3334,1,1,0,0
3335,1,0,0,0
3336,0,0,0,0
3337,0,1,0,0
3338,0,0,0,1
3339,1,2,1,NA
3340,1,1,0,0
3341,0,1,0,0
3342,1,1,0,0
3343,0,1,1,NA
3344,1,2,1,NA
3345,0,0,0,0
3346,0,0,0,0
3347,1,0,0,0
3348,1,1,0,0
3349,1,1,1,NA
3350,1,2,0,0
3351,1,2,0,0
3352,0,0,0,0
3353,0,0,0,0
3354,1,2,0,0
3355,0,1,0,0
3356,1,2,0,0
3357,1,1,0,0
3358,1,1,0,0
3359,0,1,0,1
3360,0,0,0,0
3361,0,0,0,0
3362,0,0,0,0
3363,1,1,0,0
3364,1,1,0,0
3365,0,0,0,0
3366,1,1,0,0
3367,0,0,0,0
3368,1,2,0,0
3369,0,0,0,0
3370,1,1,0,1
3371,1,1,0,0
3372,0,1,1,NA
3373,0,1,1,NA
3374,1,1,0,0
3375,0,1,0,0
3376,1,1,0,0
3377,0,0,0,1
3378,1,2,0,0
3379,1,2,0,0
3380,1,0,0,0
3381,1,1,0,0
3382,0,1,0,0
3383,0,1,1,NA
3384,1,2,1,NA
3385,0,0,0,0
3386,0,1,1,NA
3387,0,1,0,0
3388,1,2,0,0
3389,1,1,0,1
3390,0,1,0,0
3391,0,1,0,0
3392,1,0,0,0
3393,1,0,0,1
3394,0,1,1,NA
3395,0,1,0,0
3396,1,1,0,0
3397,1,1,0,0
3398,0,0,0,0
3399,0,0,0,0
3400,0,1,0,0
3401,0,1,0,0
3402,1,1,0,0
3403,1,1,0,0
3404,1,0,1,NA
3405,1,1,0,0
3406,1,0,0,0
3407,0,1,0,1
3408,0,0,0,0
3409,1,0,0,0
3410,1,0,1,NA
3411,0,1,0,0
3412,0,1,0,0
3413,0,2,1,NA
3414,0,0,0,1
3415,0,0,0,1
3416,1,0,0,0
3417,0,0,1,NA
3418,0,0,0,1
3419,1,2,0,0
3420,1,2,0,0
3421,0,0,0,1
3422,0,1,0,0
3423,1,1,0,0
3424,0,1,0,0
3425,0,0,0,0
3426,0,0,0,0
3427,1,0,0,0
3428,1,1,1,NA
3429,0,1,0,0
3430,1,1,0,0
3431,0,0,0,1
3432,0,0,0,0
3433,1,1,1,NA
3434,0,1,0,0
3435,0,0,1,NA
3436,1,1,0,0
3437,1,1,0,0
3438,0,0,0,0
3439,1,1,0,0
3440,1,2,0,0
3441,0,0,0,0
3442,1,0,0,0
3443,1,1,1,NA
3444,0,0,0,0
3445,1,1,0,0
3446,0,1,0,0
3447,1,0,0,0
3448,0,1,0,0
3449,1,0,1,NA
3450,0,0,0,1
3451,1,1,0,0
3452,0,0,0,1
3453,1,1,0,1
3454,0,0,0,0
3455,0,0,0,0
3456,1,1,0,0
3457,0,1,0,0
3458,0,1,1,NA
3459,1,1,0,0
3460,0,0,0,0
3461,0,1,0,0
3462,0,0,0,0
3463,1,0,0,0
3464,0,0,0,1
3465,1,2,1,NA
3466,1,2,0,0
3467,0,1,0,0
3468,1,1,0,1
3469,0,2,0,0
3470,0,0,0,0
3471,1,1,1,NA
3472,1,1,0,0
3473,1,0,0,1
3474,1,1,1,NA
3475,1,1,0,0
3476,0,0,0,0
3477,0,0,0,0
3478,0,1,1,NA
3479,0,1,0,0
3480,0,0,1,NA
3481,1,1,1,NA
3482,1,0,0,0
3483,1,0,0,0
3484,0,0,0,0
3485,0,1,0,0
3486,0,1,0,1
3487,0,1,1,NA
3488,0,2,1,NA
3489,0,1,0,0
3490,1,0,1,NA
3491,1,1,1,NA
3492,1,1,0,0
3493,1,2,0,0
3494,0,1,0,0
3495,1,1,0,0
3496,0,0,0,0
3497,1,1,0,0
3498,0,0,0,0
3499,1,1,0,0
3500,1,1,0,0
3501,1,0,0,0
3502,0,2,1,NA
3503,1,2,1,NA
3504,1,1,0,0
3505,0,0,0,0
3506,1,0,0,0
3507,1,0,0,0
3508,0,1,0,0
3509,1,1,0,0
3510,0,1,0,0
3511,1,1,0,0
3512,1,2,1,NA
3513,0,0,0,0
3514,0,1,0,0
3515,0,2,1,NA
3516,0,0,1,NA
3517,1,1,0,0
3518,1,1,0,0
3519,1,0,0,0
3520,0,0,1,NA
3521,0,1,0,0
3522,0,1,0,0
3523,1,2,0,0
3524,1,1,0,0
3525,0,1,1,NA
3526,1,2,0,0
3527,1,0,0,0
3528,0,0,0,0
3529,1,1,0,0
3530,1,1,1,NA
3531,0,1,0,0
3532,1,1,0,0
3533,1,0,0,0
3534,1,0,0,0
3535,1,2,0,0
3536,1,2,0,0
3537,0,1,1,NA
3538,1,1,0,0
3539,1,1,0,0
3540,0,0,0,0
3541,1,1,0,0
3542,1,2,0,0
3543,0,2,1,NA
3544,0,1,0,0
3545,1,1,0,0
3546,0,0,0,1
3547,0,1,1,NA
3548,0,0,0,0
3549,1,1,0,0
3550,0,0,0,0
3551,0,0,0,0
3552,1,0,0,0
3553,0,0,0,0
3554,1,1,0,0
3555,0,1,0,0
3556,1,0,0,0
3557,1,1,0,0
3558,1,0,0,0
3559,1,2,0,0
3560,0,0,0,1
3561,0,1,0,0
3562,1,2,0,0
3563,1,1,1,NA
3564,1,1,0,0
3565,0,1,0,1
3566,1,2,0,0
3567,1,0,0,0
3568,1,2,0,0
3569,1,1,0,0
3570,0,1,0,0
3571,0,1,1,NA
3572,0,0,0,0
3573,1,0,0,0
3574,1,1,0,0
3575,1,1,0,0
3576,0,1,0,0
3577,1,2,0,0
3578,1,1,0,0
3579,0,1,0,0
3580,0,0,1,NA
3581,1,0,0,0
3582,1,2,0,0
3583,0,0,1,NA
3584,0,1,0,0
3585,1,1,1,NA
3586,1,2,1,NA
3587,1,1,1,NA
3588,0,0,0,0
3589,0,1,0,0
3590,0,1,0,0
3591,1,1,0,0
3592,0,1,0,0
3593,1,1,0,0
3594,1,2,1,NA
3595,0,1,0,0
3596,0,0,0,1
3597,0,1,1,NA
3598,0,1,0,0
3599,0,1,0,0
3600,0,2,0,0
3601,1,1,0,0
3602,1,0,0,0
3603,0,0,0,0
3604,1,1,0,0
3605,1,1,1,NA
3606,0,1,0,0
3607,0,1,0,0
3608,1,1,1,NA
3609,1,2,1,NA
3610,1,2,0,0
3611,1,1,0,0
3612,0,0,0,0
3613,0,0,0,1
3614,0,1,0,1
3615,0,1,1,NA
3616,1,2,0,0
3617,1,1,0,0
3618,1,1,0,0
3619,1,2,0,0
3620,1,0,1,NA
3621,1,1,0,1
3622,1,0,1,NA
3623,1,1,1,NA
3624,0,1,0,0
3625,1,1,0,0
3626,1,1,0,0
3627,1,2,0,0
3628,0,1,0,0
3629,0,0,0,0
3630,0,1,1,NA
3631,0,1,0,0
3632,1,1,1,NA
3633,0,0,0,0
3634,0,0,1,NA
3635,1,2,0,0
3636,0,2,1,NA
3637,1,2,0,0
3638,0,0,0,0
3639,0,0,1,NA
3640,1,0,0,0
3641,1,0,1,NA
3642,1,1,0,0
3643,0,0,0,0
3644,0,0,0,0
3645,0,1,0,0
3646,0,1,0,0
3647,0,0,0,0
3648,0,0,0,1
3649,1,0,0,0
3650,0,1,0,0
3651,1,0,0,1
3652,1,1,0,0
3653,0,2,1,NA
3654,0,0,0,1
3655,0,0,1,NA
3656,1,1,0,0
3657,0,0,0,0
3658,0,0,1,NA
3659,0,0,0,0
3660,0,1,0,1
3661,0,1,0,0
3662,1,1,0,0
3663,0,0,0,0
3664,1,1,1,NA
3665,0,0,0,0
3666,1,0,0,0
3667,0,0,0,1
3668,0,1,0,0
3669,1,1,1,NA
3670,0,1,0,0
3671,1,2,0,0
3672,0,1,0,0
3673,0,1,1,NA
3674,1,0,0,0
3675,1,0,0,0
3676,1,1,0,0
3677,0,0,0,0
3678,1,1,1,NA
3679,1,0,0,0
3680,0,2,0,0
3681,1,2,0,0
3682,0,1,1,NA
3683,0,0,0,0
3684,0,1,0,0
3685,0,1,0,0
3686,1,1,1,NA
3687,1,2,0,0
3688,0,1,0,0
3689,0,0,0,0
3690,1,2,0,0
3691,1,2,0,0
3692,1,0,0,0
3693,0,0,0,0
3694,1,2,0,0
3695,0,1,0,0
3696,1,2,0,0
3697,0,1,0,0
3698,0,1,1,NA
3699,0,1,0,0
3700,0,0,0,0
3701,0,0,0,0
3702,0,1,0,1
3703,0,0,0,0
3704,0,1,1,NA
3705,1,0,0,0
3706,0,1,1,NA
3707,0,0,0,1
3708,0,0,0,1
3709,0,1,0,0
3710,0,2,1,NA
3711,0,2,0,0
3712,0,0,0,0
3713,0,0,0,0
3714,0,1,1,NA
3715,1,1,1,NA
3716,1,1,0,0
3717,0,0,0,0
3718,0,1,0,0
3719,1,1,0,0
3720,0,0,0,0
3721,1,1,0,0
3722,0,1,0,0
3723,0,0,0,0
3724,0,0,0,0
3725,1,1,0,1
3726,0,1,0,0
3727,1,1,0,0
3728,0,2,0,0
3729,0,2,0,0
3730,1,1,0,0
3731,0,1,0,0
3732,1,2,1,NA
3733,1,0,0,1
3734,1,1,0,0
3735,1,0,0,0
3736,1,2,0,0
3737,1,1,0,0
3738,0,1,0,0
3739,1,0,0,0
3740,1,0,0,0
3741,1,0,0,0
3742,1,1,0,0
3743,0,0,0,0
3744,1,1,0,0
3745,0,0,0,1
3746,0,2,0,0
3747,0,1,0,0
3748,1,1,0,0
3749,0,1,0,0
3750,0,0,0,0
3751,0,0,0,0
3752,1,1,1,NA
3753,0,1,0,0
3754,1,2,0,0
3755,1,0,0,0
3756,0,1,0,0
3757,1,1,0,0
3758,1,1,0,0
3759,0,0,0,0
3760,0,2,0,0
3761,0,0,0,0
3762,1,1,0,0
3763,0,0,0,0
3764,1,1,0,0
3765,0,1,1,NA
3766,1,1,0,0
3767,0,1,0,0
3768,0,1,0,0
3769,1,0,0,0
3770,0,0,0,1
3771,1,2,0,0
3772,1,2,0,0
3773,1,0,0,0
3774,1,1,0,0
3775,0,1,1,NA
3776,0,0,0,0
3777,1,1,0,0
3778,1,0,0,0
3779,1,2,0,0
3780,0,0,0,0
3781,0,2,0,1
3782,1,0,0,0
3783,0,1,0,1
3784,1,1,0,0
3785,0,0,0,0
3786,0,1,1,NA
3787,1,1,1,NA
3788,0,0,0,0
3789,1,1,0,0
3790,0,2,1,NA
3791,1,0,0,0
3792,1,2,0,0
3793,1,0,0,0
3794,0,2,1,NA
3795,0,1,1,NA
3796,1,1,0,0
3797,1,1,0,0
3798,0,1,0,0
3799,1,0,0,0
3800,1,1,0,0
3801,1,1,0,0
3802,1,0,0,0
3803,1,1,0,0
3804,0,0,0,0
3805,1,2,0,0
3806,1,1,0,0
3807,1,2,0,0
3808,1,2,0,0
3809,1,0,0,0
3810,0,1,0,1
3811,1,1,1,NA
3812,0,1,0,1
3813,0,1,1,NA
3814,1,1,0,0
3815,0,2,1,NA
3816,1,2,0,0
3817,0,1,0,0
3818,1,1,0,0
3819,1,1,0,0
3820,0,1,0,0
3821,1,1,0,0
3822,0,0,0,1
3823,0,0,1,NA
3824,1,0,0,0
3825,1,1,0,0
3826,1,1,0,0
3827,1,0,0,0
3828,1,0,0,0
3829,1,0,0,1
3830,0,1,0,0
3831,1,1,0,0
3832,0,0,0,0
3833,0,0,0,0
3834,1,0,0,0
3835,0,0,0,1
3836,0,1,0,0
3837,1,1,0,0
3838,0,1,0,0
3839,1,2,1,NA
3840,0,1,0,0
3841,1,0,1,NA
3842,1,1,0,0
3843,1,1,0,0
3844,0,1,0,0
3845,1,1,0,0
