"id","L1","L2","A","C","Y"
4629,0,0.879420010605827,1,0,0
4630,1,0.941070234403014,0,0,1
4631,0,0.639220195589587,0,0,1
4632,1,0.01575150876306,0,0,0
4633,1,0.4691528796684,1,0,0
4634,0,0.453088476788253,1,0,0
4635,0,0.619091356405988,2,0,0
4636,0,0.956951334606856,2,1,NA
4637,1,0.118638519896194,0,0,0
4638,0,0.690064717782661,0,0,0
4639,0,0.121040605939925,1,0,0
4640,0,0.264013120206073,1,0,0
4641,0,0.699934342410415,1,0,1
4642,1,0.0449502845294774,2,0,0
4643,1,0.177825541468337,2,0,0
4644,1,0.480055757332593,2,0,0
4645,1,0.756932173855603,1,0,0
4646,0,0.0969179552048445,1,0,0
4647,1,0.180868136230856,1,0,0
4648,0,0.617136570625007,0,0,0
4649,1,0.386069025145844,1,0,0
4650,0,0.234405391383916,1,0,1
4651,1,0.234739404171705,1,0,0
4652,0,0.518340081209317,0,0,1
4653,0,0.936962224310264,0,0,1
4654,1,0.538021898362786,2,1,NA
4655,1,0.729417006252334,2,1,NA
4656,1,0.867953665321693,0,1,NA
4657,0,0.585928911110386,1,0,0
4658,0,0.903066816274077,1,0,0
4659,1,0.319844685029238,2,0,0
4660,1,0.0293504840228707,2,0,0
4661,0,0.107784192776307,0,0,0
4662,1,0.776623375015333,1,0,0
4663,0,0.159862242639065,0,0,0
4664,1,0.235132112866268,2,0,0
4665,1,0.819856740767136,0,0,1
4666,0,0.134870568057522,0,0,0
4667,1,0.461782594909891,1,0,0
4668,0,0.0190361945424229,1,0,0
4669,1,0.114946127869189,1,0,0
4670,1,0.54038272658363,2,0,0
4671,0,0.227435360662639,0,0,0
4672,0,0.0910962240304798,0,0,0
4673,0,0.327302828431129,0,0,0
4674,0,0.731702747754753,1,0,0
4675,0,0.937132233986631,2,0,0
4676,0,0.997639413457364,2,1,NA
4677,0,0.244002964347601,0,0,0
4678,0,0.663105268729851,0,0,0
4679,1,0.237169603118673,1,0,0
4680,1,0.851456621196121,1,1,NA
4681,1,0.803055501310155,0,0,0
4682,1,0.0192219042219222,1,0,0
4683,1,0.491966637317091,0,0,0
4684,0,0.182994406204671,1,0,0
4685,1,0.218955564312637,1,0,0
4686,1,0.92522108880803,2,1,NA
4687,0,0.276807842543349,0,0,1
4688,1,0.703097978839651,1,0,0
4689,0,0.641735801240429,1,1,NA
4690,0,0.696537427371368,2,0,1
4691,0,0.75443867361173,2,1,NA
4692,0,0.274601997807622,1,0,0
4693,1,0.232337014051154,1,0,0
4694,0,0.788736561313272,0,0,1
4695,1,0.547078117728233,0,0,1
4696,1,0.0325666228309274,2,0,0
4697,1,0.316127218306065,0,0,1
4698,1,0.565366605296731,2,0,0
4699,1,0.439323896309361,1,1,NA
4700,1,0.681697989581153,0,0,0
4701,0,0.829999873181805,0,1,NA
4702,1,0.628815131727606,2,1,NA
4703,0,0.770852254005149,0,0,1
4704,0,0.194416686194018,1,0,0
4705,0,0.911640778882429,2,1,NA
4706,1,0.366110669448972,1,0,0
4707,0,0.414028757018968,0,0,0
4708,1,0.85223046480678,1,0,0
4709,1,0.0871683680452406,1,0,0
4710,0,0.398449152242392,1,0,0
4711,1,0.628094269195572,1,0,0
4712,1,0.0627725797239691,1,0,1
4713,0,0.706884511280805,1,1,NA
4714,1,0.961049750680104,1,0,0
4715,1,0.205022260546684,1,0,0
4716,1,0.20829324843362,1,0,0
4717,0,0.727817520266399,1,0,0
4718,1,0.481900935759768,1,0,0
4719,0,0.69836518377997,0,0,0
4720,1,0.454284166451544,1,0,0
4721,0,0.718996612355113,1,0,0
4722,0,0.0824888544157147,1,0,0
4723,0,0.53092376398854,0,0,0
4724,1,0.457446409855038,2,0,0
4725,1,0.557538776425645,1,0,0
4726,1,0.253635986940935,1,0,0
4727,1,0.668436411768198,1,0,0
4728,1,0.102916271192953,1,0,0
4729,0,0.757611556211486,1,0,0
4730,0,0.122254526242614,0,0,0
4731,0,0.956516727805138,0,0,0
4732,0,0.0620921396184713,0,0,0
4733,0,0.61984684295021,1,0,0
4734,0,0.1461595823057,0,0,0
4735,0,0.698212923714891,1,0,0
4736,0,0.073866497259587,0,0,0
4737,1,0.0741641412023455,1,0,0
4738,1,0.674067437415943,0,0,0
4739,0,0.75415559229441,0,1,NA
4740,1,0.40175573900342,1,0,0
4741,0,0.261632914887741,0,0,0
4742,1,0.322546325391158,1,0,0
4743,0,0.967358097666875,0,0,1
4744,1,0.527488303137943,2,1,NA
4745,0,0.275817592162639,0,0,0
4746,1,0.747909407829866,1,1,NA
4747,0,0.980382727459073,1,1,NA
4748,1,0.552999360719696,0,0,0
4749,1,0.493939370382577,2,0,0
4750,1,0.278624922968447,1,0,0
4751,1,0.226160132791847,1,0,0
4752,0,0.870671170996502,1,0,0
4753,0,0.867598734796047,1,0,0
4754,0,0.989006221294403,1,0,1
4755,0,0.742193944752216,0,0,1
4756,0,0.723466695053503,1,0,0
4757,0,0.0654741183388978,0,0,0
4758,1,0.565219587646425,1,0,0
4759,1,0.053438285831362,0,0,0
4760,1,0.649111076490954,2,0,0
4761,1,0.512395931407809,0,0,0
4762,0,0.0951035935431719,1,0,0
4763,1,0.54682892607525,1,0,0
4764,1,0.62786044809036,1,0,0
4765,1,0.585124061442912,1,0,0
4766,1,0.937950665829703,0,0,0
4767,1,0.704495032550767,1,0,0
4768,1,0.762597287073731,0,0,0
4769,1,0.999797759577632,1,0,0
4770,0,0.683824116364121,0,0,1
4771,0,0.964260732056573,1,0,0
4772,1,0.921709562651813,1,0,0
4773,1,0.0731878555379808,0,0,0
4774,0,0.643105198163539,0,0,0
4775,1,0.272444404428825,1,0,0
4776,0,0.722947469679639,1,0,0
4777,1,0.22014349908568,2,0,0
4778,0,0.810190395917743,1,0,0
4779,0,0.511475912295282,0,0,0
4780,1,0.851973157376051,1,0,0
4781,1,0.588266818318516,0,0,1
4782,0,0.961017681285739,0,0,1
4783,0,0.911565386457369,2,0,1
4784,1,0.357602565549314,1,0,0
4785,0,0.450384567026049,1,0,0
4786,1,0.252654673531651,2,0,0
4787,1,0.717634136090055,0,0,0
4788,1,0.16223881021142,1,0,0
4789,1,0.657210783334449,1,0,0
4790,0,0.159352177288383,1,1,NA
4791,0,0.306042616954073,0,0,0
4792,1,0.184419880155474,1,0,0
4793,0,0.681358956266195,0,0,1
4794,0,0.311136273201555,1,0,0
4795,0,0.998766385717317,2,0,0
4796,0,0.524161457084119,1,1,NA
4797,1,0.521819461137056,0,0,0
4798,0,0.194312071660534,0,0,1
4799,0,0.543443918228149,1,0,0
4800,1,0.993621866917238,0,0,0
4801,1,0.460910924244672,1,0,0
4802,0,0.0316725366283208,1,0,0
4803,1,0.487099239369854,2,0,0
4804,1,0.597906242124736,1,0,0
4805,0,0.615923769772053,0,0,1
4806,1,0.51364792091772,0,0,0
4807,0,0.193553792312741,0,0,1
4808,1,0.132763628149405,1,0,0
4809,0,0.735292426077649,1,0,0
4810,1,0.556343520525843,2,0,0
4811,0,0.452128879260272,0,0,0
4812,1,0.89993957336992,1,0,0
4813,0,0.928894179407507,1,1,NA
4814,0,0.500443121884018,1,0,0
4815,0,0.810493938159198,0,0,1
4816,1,0.241423667408526,1,0,0
4817,1,0.368427910609171,1,0,0
4818,1,0.377784238895401,1,0,0
4819,0,0.632850712630898,1,1,NA
4820,1,0.11682230909355,2,0,0
4821,1,0.19590414990671,2,0,1
4822,1,0.509788871277124,1,0,0
4823,0,0.82340763323009,1,0,1
4824,0,0.470240295864642,1,1,NA
4825,0,0.0609366649296135,0,0,1
4826,0,0.443264439934865,1,0,0
4827,0,0.981446406571195,1,0,0
4828,0,0.346433438826352,1,0,0
4829,0,0.523509620223194,0,1,NA
4830,0,0.21799827599898,1,0,0
4831,1,0.562935006804764,1,0,0
4832,1,0.769461879273877,0,0,0
4833,0,0.607785776257515,0,0,1
4834,1,0.330023173242807,2,0,0
4835,1,0.745290628168732,1,0,0
4836,0,0.626897781621665,1,1,NA
4837,1,0.637913862243295,2,0,0
4838,1,0.411178338574246,1,0,0
4839,1,0.717956163454801,1,0,0
4840,0,0.518508217297494,1,0,1
4841,1,0.83694671955891,2,0,0
4842,1,0.19153606868349,1,0,0
4843,1,0.947814207524061,2,0,0
4844,1,0.882876843912527,2,0,0
4845,1,0.439140094676986,2,0,0
4846,1,0.13304828456603,2,0,0
4847,1,0.807796316221356,0,0,0
4848,0,0.290629519149661,1,0,1
4849,0,0.512170413974673,1,1,NA
4850,1,0.0445001742336899,1,0,0
4851,1,0.345670039765537,1,0,0
4852,1,0.389895711559802,1,0,0
4853,0,0.902591086691245,1,0,1
4854,1,0.575157769257203,0,0,0
4855,0,0.300019731046632,0,0,0
4856,0,0.0421773556154221,0,0,0
4857,1,0.601986125577241,0,0,0
4858,1,0.0162010565400124,0,0,0
4859,1,0.251191916875541,1,0,0
4860,0,0.282499211607501,1,0,1
4861,0,0.326001044595614,2,0,0
4862,0,0.986344255274162,1,0,0
4863,0,0.9897401323542,1,1,NA
4864,1,0.0862429563421756,1,0,0
4865,1,0.769556537503377,2,0,0
4866,1,0.239157509524375,1,0,0
4867,1,0.892376563511789,1,0,0
4868,0,0.384498815052211,0,0,0
4869,1,0.0124255295377225,0,0,0
4870,0,0.7892139358446,0,0,1
4871,1,0.628242733189836,1,0,0
4872,1,0.534446272067726,1,0,0
4873,0,0.297921537188813,1,0,0
4874,0,0.624779145931825,0,0,0
4875,1,0.695461589377373,1,1,NA
4876,0,0.381464036181569,1,0,0
4877,1,0.926664001541212,1,0,0
4878,0,0.0969393828418106,1,0,0
4879,1,0.745491199661046,1,0,1
4880,0,0.670991419814527,1,0,0
4881,1,0.0990221772808582,1,0,0
4882,0,0.047770497854799,0,0,0
4883,0,0.963097725994885,2,0,0
4884,0,0.795530853094533,1,0,0
4885,0,0.276851272210479,1,0,0
4886,0,0.211576461791992,1,0,0
4887,1,0.636950283078477,0,0,0
4888,1,0.582303957082331,0,0,0
4889,0,0.517142019467428,0,0,0
4890,0,0.0832105688750744,0,0,0
4891,1,0.698155931662768,2,0,0
4892,1,0.59728775289841,1,1,NA
4893,1,0.364666856592521,0,0,1
4894,1,0.553605859633535,0,0,0
4895,1,0.240945695200935,0,0,1
4896,0,0.504253813298419,0,0,0
4897,1,0.218618688872084,0,0,0
4898,1,0.887039141030982,1,1,NA
4899,1,0.572330213850364,0,0,0
4900,0,0.203121747821569,0,0,0
4901,1,0.0893576077651232,1,1,NA
4902,0,0.919530153740197,0,0,1
4903,1,0.365602295380086,1,0,0
4904,1,0.941398066934198,1,0,0
4905,1,0.511738883797079,2,1,NA
4906,0,0.301979166455567,1,1,NA
4907,1,0.394153491593897,2,0,0
4908,0,0.59167467104271,1,0,0
4909,0,0.552472317125648,2,1,NA
4910,0,0.188946990529075,2,1,NA
4911,1,0.927564952755347,1,0,0
4912,1,0.840288968523964,1,0,0
4913,1,0.410188209963962,1,0,0
4914,0,0.299840741790831,1,0,0
4915,1,0.592148250434548,2,1,NA
4916,1,0.496844990877435,1,0,0
4917,0,0.543031041976064,2,1,NA
4918,1,0.0646655021701008,2,0,0
4919,1,0.29805675917305,2,0,0
4920,1,0.82829280779697,2,0,0
4921,0,0.0707502537406981,0,0,1
4922,1,0.340937819797546,1,0,0
4923,0,0.139471109258011,0,0,1
4924,1,0.523410991532728,1,0,0
4925,1,0.0289421635679901,1,0,0
4926,0,0.729652000125498,1,0,0
4927,0,0.334854012355208,2,0,0
4928,0,0.462486837757751,1,0,1
4929,0,0.431255362462252,1,0,0
4930,0,0.950128187891096,2,0,0
4931,0,0.881709282286465,1,1,NA
4932,0,0.234806824009866,1,0,0
4933,1,0.621278812177479,0,0,0
4934,0,0.351841173134744,0,0,0
4935,0,0.988468015799299,0,0,1
4936,1,0.60718937870115,0,0,1
4937,0,0.89821749436669,1,0,0
4938,1,0.215603473596275,1,0,0
4939,0,0.20080197067,2,0,0
4940,1,0.394443301018327,1,0,1
4941,0,0.326904836110771,1,0,0
4942,0,0.90001029940322,1,0,1
4943,0,0.125034184427932,1,0,0
4944,1,0.170474160229787,1,0,0
4945,1,0.615043643629178,1,0,0
4946,0,0.209084033034742,0,0,0
4947,1,0.602765037911013,2,0,0
4948,0,0.389415675308555,1,1,NA
4949,1,0.0179857485927641,1,0,0
4950,1,0.765327564906329,1,0,0
4951,1,0.00647412659600377,1,1,NA
4952,1,0.668577601667494,1,0,0
4953,1,0.956017684424296,2,1,NA
4954,0,0.630528062349185,2,1,NA
4955,1,0.092990909004584,0,0,0
4956,0,0.464590220246464,1,0,0
4957,1,0.675466407323256,0,0,1
4958,1,0.66687668999657,0,0,0
4959,1,0.803397570503876,1,0,0
4960,1,0.969320746138692,0,0,0
4961,1,0.434869433753192,2,1,NA
4962,1,0.908426454756409,1,0,0
4963,1,0.896705781342462,2,0,0
4964,0,0.192925397772342,1,1,NA
4965,0,0.653542935382575,2,1,NA
4966,0,0.243470147019252,0,0,1
4967,0,0.0985839548520744,2,0,0
4968,0,0.330240478273481,1,1,NA
4969,1,0.316495377104729,1,0,0
4970,1,0.859236763091758,1,0,0
4971,0,0.663897402584553,0,0,0
4972,0,0.361359721748158,0,0,1
4973,1,0.324946170905605,1,0,0
4974,1,0.907693267101422,1,0,0
4975,0,0.725999225862324,0,0,0
4976,0,0.59890657197684,0,1,NA
4977,0,0.258632479701191,0,0,0
4978,1,0.585842008003965,1,0,1
4979,1,0.104427971411496,1,0,0
4980,0,0.518509106710553,1,0,0
4981,0,0.798854309832677,0,0,1
4982,1,0.920455073239282,1,0,1
4983,0,0.464512701146305,1,0,0
4984,1,0.492838240694255,2,0,0
4985,1,0.552706661866978,1,0,0
4986,1,0.992917999625206,1,0,1
4987,1,0.35175145464018,2,0,0
4988,1,0.576645109336823,1,1,NA
4989,1,0.156199963064864,0,0,0
4990,1,0.278790364507586,1,0,0
4991,0,0.423451085109264,2,0,0
4992,1,0.0072601679712534,1,0,0
4993,0,0.905006976798177,0,1,NA
4994,1,0.810471731470898,0,0,0
4995,0,0.266696153907105,1,0,1
4996,1,0.797917709220201,1,1,NA
4997,1,0.259017093572766,1,0,0
4998,1,0.824802038492635,2,0,0
4999,0,0.0728472992777824,1,0,0
5000,1,0.763215558137745,1,0,0
5001,0,0.426378344884142,0,0,0
5002,1,0.602873357245699,1,0,1
5003,1,0.931391762336716,0,0,0
5004,1,0.044826605822891,1,0,0
5005,0,0.37475899560377,1,0,0
5006,0,0.10987645899877,1,0,1
5007,0,0.237318337196484,0,0,0
5008,1,0.754903027554974,1,0,0
5009,0,0.187204913934693,1,0,0
5010,1,0.208778484258801,1,0,0
5011,1,0.0812982621137053,2,0,0
5012,1,0.450281611876562,2,0,0
5013,0,0.401068086037412,1,1,NA
5014,0,0.308162320405245,2,0,0
5015,1,0.175809493288398,1,0,0
5016,1,0.605347953969613,0,0,0
5017,0,0.536109246313572,0,0,0
5018,0,0.960088149877265,1,0,0
5019,0,0.299939842894673,1,0,0
5020,1,0.699467306025326,1,0,0
5021,1,0.658617278560996,1,0,0
5022,1,0.0613425013143569,1,0,0
5023,0,0.232162055326626,0,0,0
5024,1,0.103513931622729,2,0,0
5025,0,0.543150319252163,1,0,0
5026,0,0.604247587965801,2,0,1
5027,0,0.0418930861633271,0,0,0
5028,0,0.883679955964908,1,0,1
5029,0,0.215923192212358,1,1,NA
5030,1,0.0214926353655756,0,0,0
5031,0,0.127429702319205,0,0,0
5032,1,0.992058901814744,1,0,0
5033,1,0.717081190319732,1,0,0
5034,0,0.370755437063053,1,0,1
5035,1,0.808974778745323,1,1,NA
5036,1,0.473622491117567,1,0,0
5037,1,0.62548446492292,2,0,0
5038,0,0.987701394828036,2,0,0
5039,0,0.701055186800659,1,1,NA
5040,0,0.706481032073498,2,0,0
5041,0,0.620300069916993,1,0,0
5042,0,0.534608640009537,1,0,0
5043,0,0.367039156146348,1,0,0
5044,0,0.147265640553087,1,0,0
5045,0,0.742522020125762,1,0,1
5046,1,0.339123914018273,1,0,0
5047,1,0.207260432653129,2,0,0
5048,0,0.974373640492558,0,0,1
5049,0,0.204781233100221,0,0,0
5050,1,0.226004370255396,2,1,NA
5051,1,0.224133299198002,2,0,0
5052,1,0.672287810826674,0,0,0
5053,1,0.582282697316259,1,0,0
5054,0,0.975695262430236,0,0,0
5055,0,0.846681678900495,1,0,0
5056,0,0.0446660795714706,0,0,1
5057,1,0.419408004265279,0,0,0
5058,1,0.558568567270413,1,0,0
5059,1,0.68579012202099,1,0,0
5060,0,0.359137368155643,0,1,NA
5061,0,0.634613648289815,1,0,0
5062,1,0.352040120633319,2,0,0
5063,0,0.913734091911465,1,0,0
5064,1,0.989136513089761,1,0,1
5065,1,0.00358919915743172,1,0,0
5066,0,0.0989564331248403,0,0,1
5067,1,0.498675024835393,1,0,0
5068,0,0.876845319289714,1,0,0
5069,0,0.574514500563964,0,0,0
5070,1,0.324275593506172,2,0,0
5071,1,0.176354027353227,2,0,0
5072,1,0.135589366778731,2,0,0
5073,0,0.66865117661655,0,0,1
5074,1,0.175302850781009,1,0,1
5075,1,0.370570871047676,2,1,NA
5076,1,0.0729060410521924,0,0,1
5077,0,0.346554271876812,1,0,0
5078,0,0.287185690132901,0,0,1
5079,0,0.0804818973410875,0,0,0
5080,1,0.989609826821834,1,0,0
5081,0,0.288648730842397,1,0,0
5082,0,0.142865455243737,0,0,0
5083,0,0.43050116347149,0,0,1
5084,0,0.74938468891196,2,0,0
5085,0,0.960741890128702,1,1,NA
5086,1,0.954464757815003,1,0,0
5087,0,0.859331953339279,2,0,0
5088,1,0.816314653726295,2,1,NA
5089,0,0.278863587416708,1,0,0
5090,1,0.528819942846894,0,1,NA
5091,0,0.633791650645435,1,0,0
5092,1,0.382804464315996,1,0,0
5093,0,0.0463662415277213,2,0,0
5094,1,0.803945910651237,0,0,1
5095,1,0.453625519992784,1,0,0
5096,0,0.439756381558254,0,0,1
5097,0,0.00664531113579869,2,1,NA
5098,1,0.183901733951643,1,0,0
5099,0,0.0393277418334037,1,1,NA
5100,0,0.163510783342645,0,0,1
5101,1,0.246860291343182,1,0,0
5102,0,0.434980414342135,0,0,0
5103,1,0.539367590565234,1,0,0
5104,0,0.338715065736324,1,1,NA
5105,1,0.443909173831344,1,0,0
5106,0,0.91442663804628,1,1,NA
5107,1,0.985026278765872,1,0,0
5108,1,0.492987343808636,0,0,0
5109,0,0.905192791251466,2,1,NA
5110,1,0.485247283009812,1,0,0
5111,0,0.312636685092002,1,0,1
5112,0,0.606522344751284,1,0,0
5113,1,0.35026685311459,0,0,0
5114,1,0.485335961449891,0,0,0
5115,1,0.542994343908504,2,0,0
5116,0,0.961426711408421,1,0,0
5117,1,0.0673927585594356,1,0,0
5118,0,0.806303342105821,1,0,1
5119,1,0.524644796270877,0,0,1
5120,0,0.112902296474203,0,0,0
5121,1,0.267475827364251,1,0,0
5122,1,0.820715809008107,1,0,0
5123,0,0.216268177842721,1,0,0
5124,0,0.436092319199815,2,0,1
5125,1,0.96985543332994,1,0,0
5126,0,0.0196265869308263,0,0,0
5127,1,0.732503082603216,0,0,1
5128,1,0.509196806931868,1,0,0
5129,1,0.285518556600437,1,0,0
5130,0,0.777384068118408,1,0,0
5131,0,0.560587256914005,0,0,0
5132,0,0.0196871357038617,1,0,0
5133,0,0.0298677450045943,1,1,NA
5134,1,0.716112714493647,1,0,0
5135,1,0.736959967762232,2,1,NA
5136,1,0.972297696396708,2,0,0
5137,1,0.668246225221083,2,0,0
5138,1,0.0416261097416282,1,0,0
5139,1,0.770699904998764,1,0,0
5140,0,0.69592267437838,2,1,NA
5141,1,0.776181825436652,1,0,0
5142,1,0.0897086078766733,1,0,0
5143,0,0.200800551800057,0,0,1
5144,0,0.404431647621095,1,0,1
5145,0,0.591143944300711,1,0,0
5146,0,0.134208515752107,0,0,0
5147,0,0.274474030127749,1,1,NA
5148,1,0.847439644159749,2,0,0
5149,1,0.6598944386933,1,1,NA
5150,1,0.177674869308248,0,0,0
5151,1,0.200951845152304,0,0,0
5152,0,0.901920333737507,0,0,1
5153,0,0.105337013490498,1,0,0
5154,1,0.70649133482948,0,0,1
5155,0,0.0772972204722464,0,0,0
5156,1,0.795071418397129,1,0,0
5157,1,0.405405569588766,2,0,0
5158,0,0.00024922052398324,1,0,0
5159,0,0.836823901627213,0,1,NA
5160,0,0.614467177307233,1,0,0
5161,0,0.712821200955659,2,0,0
5162,0,0.286863149842247,2,0,0
5163,0,0.118432466872036,1,0,0
5164,1,0.207888599252328,1,1,NA
5165,0,0.559605935588479,0,0,1
5166,0,0.120805403450504,0,0,0
5167,0,0.923973329132423,1,0,1
5168,0,0.246949085500091,1,0,0
5169,1,0.863830574788153,1,0,0
5170,1,0.717046362580732,2,0,0
5171,0,0.677796687930822,1,0,1
5172,0,0.939425631891936,2,0,0
5173,0,0.100404289318249,0,0,0
5174,0,0.826570442644879,1,1,NA
5175,0,0.66452176286839,1,0,0
5176,0,0.0836961406748742,1,0,0
5177,0,0.62783283716999,1,0,0
5178,1,0.470445121871307,1,0,0
5179,0,0.146462351782247,0,0,0
5180,0,0.80443185637705,0,0,0
5181,0,0.761851955438033,1,0,0
5182,1,0.897702048998326,1,0,0
5183,1,0.415921380976215,1,0,0
5184,1,0.873003144515678,1,0,0
5185,1,0.704514873679727,1,0,0
5186,0,0.801680853124708,1,0,0
5187,0,0.0494793369434774,0,0,1
5188,0,0.770655721658841,1,0,0
5189,1,0.509047815110534,1,0,0
5190,0,0.46879205503501,1,0,0
5191,1,0.611519816797227,0,0,0
5192,0,0.643856960115954,0,0,1
5193,1,0.58726282697171,2,0,0
5194,1,0.582936995429918,2,1,NA
5195,1,0.335163127165288,0,0,0
5196,1,0.87437777989544,0,0,0
5197,1,0.888901708880439,1,0,0
5198,0,0.192938158521429,0,0,0
5199,1,0.946496745804325,2,0,0
5200,1,0.412151007680222,0,0,0
5201,1,0.253977259853855,2,0,0
5202,1,0.330753598129377,0,0,0
5203,0,0.210246470291167,0,0,0
5204,1,0.0440765894018114,1,0,0
5205,1,0.84713423717767,1,0,0
5206,0,0.66654138173908,1,0,0
5207,0,0.875407445710152,1,0,0
5208,1,0.515147690894082,2,0,0
5209,0,0.801763605326414,2,0,0
5210,1,0.972649526316673,1,0,0
5211,1,0.804456715937704,2,0,0
5212,0,0.635421327315271,0,0,1
5213,0,0.435525491135195,1,1,NA
5214,0,0.535459701204672,1,0,0
5215,1,0.630299309501424,1,0,0
5216,0,0.345065182773396,2,0,0
5217,1,0.980264127021655,1,1,NA
5218,1,0.183422233909369,0,0,1
5219,1,0.576789633836597,1,0,0
5220,0,0.966864494374022,0,0,1
5221,1,0.860092569608241,1,0,0
5222,0,0.903389062499627,2,1,NA
5223,1,0.0308421971276402,1,0,0
5224,1,0.0182477063499391,1,0,0
5225,0,0.0377596183679998,0,0,0
5226,1,0.75261550443247,0,0,0
5227,1,0.85806608106941,1,0,0
5228,0,0.015345421852544,1,0,0
5229,0,0.342543119797483,2,0,0
5230,1,0.193743019364774,1,0,1
5231,1,0.0430347020737827,0,0,0
5232,0,0.27098573022522,1,0,0
5233,1,0.853457122808322,1,0,0
5234,0,0.806448149261996,0,0,1
5235,0,0.943072913913056,0,1,NA
5236,0,0.301202963571995,1,0,0
5237,1,0.549358716467395,1,0,0
5238,1,0.443638549884781,0,0,0
5239,0,0.800276045920327,0,0,0
5240,0,0.645220715785399,1,1,NA
5241,0,0.848343148361892,2,0,1
5242,1,0.523766960017383,1,0,0
5243,0,0.523701186990365,1,0,0
5244,0,0.94694161391817,1,0,0
5245,1,0.696806455263868,0,1,NA
5246,0,0.87725794618018,1,0,0
5247,0,0.926429982297122,2,0,0
5248,1,0.917393232695758,1,0,0
5249,0,0.740575008094311,0,1,NA
5250,0,0.336817336268723,1,0,1
5251,1,0.61878724838607,1,0,0
5252,1,0.137584486743435,1,0,1
5253,0,0.447556112660095,1,1,NA
5254,0,0.741089316550642,1,1,NA
5255,1,0.106258379062638,1,0,0
5256,1,0.213942509843037,1,0,0
5257,0,0.679228210588917,2,1,NA
5258,0,0.472356871468946,1,0,0
5259,0,0.55543431872502,0,0,0
5260,1,0.385035324376076,1,0,0
5261,0,0.656436726683751,1,1,NA
5262,0,0.838703071000054,1,0,1
5263,1,0.704562630038708,1,0,0
5264,0,0.0162894134409726,0,0,0
5265,1,0.347488181199878,1,0,0
5266,0,0.852238961029798,1,0,0
5267,0,0.810089545790106,1,0,0
5268,1,0.182067298330367,0,0,0
5269,0,0.765112298773602,2,1,NA
5270,0,0.25324809923768,1,0,0
5271,1,0.894704394275323,0,0,0
5272,0,0.231857355218381,1,0,0
5273,1,0.945555606624112,2,1,NA
5274,1,0.0978413445409387,1,0,0
5275,1,0.26435237377882,2,0,0
5276,0,0.502697167918086,0,0,1
5277,1,0.619168225442991,1,0,0
5278,1,0.428320330800489,1,0,0
5279,1,0.694920459529385,2,0,0
5280,0,0.706392698455602,1,1,NA
5281,1,0.236167143564671,0,0,0
5282,1,0.675750805996358,1,0,0
5283,0,0.348372095031664,1,0,0
5284,1,0.874517823802307,2,1,NA
5285,1,0.3340508218389,2,0,0
5286,0,0.537198360310867,2,0,0
5287,0,0.847705639665946,2,0,0
5288,0,0.116038222797215,0,0,0
5289,1,0.411024162080139,1,0,0
5290,1,0.215202743187547,1,0,0
5291,1,0.276317371288314,0,0,0
5292,0,0.0453657652251422,0,0,1
5293,0,0.134872546186671,1,0,1
5294,1,0.741450299276039,2,1,NA
5295,1,0.115754709579051,0,0,0
5296,1,0.279779936186969,1,0,0
5297,0,0.733147586230189,0,1,NA
5298,1,0.868780033430085,1,0,1
5299,0,0.586948811542243,1,0,0
5300,0,0.492576273623854,0,0,1
5301,1,0.0385421579703689,1,1,NA
5302,0,0.0946826017461717,1,0,0
5303,0,0.652174522168934,1,0,0
5304,0,0.925938334316015,2,1,NA
5305,0,0.696635199477896,1,1,NA
5306,1,0.482941258931533,0,1,NA
5307,0,0.93556008534506,1,0,1
5308,0,0.33440110902302,1,0,0
5309,0,0.257643466349691,1,1,NA
5310,0,0.339792302111164,2,0,0
5311,0,0.27908855676651,0,0,1
5312,1,0.554476733319461,0,0,1
5313,1,0.576690925518051,1,0,0
5314,0,0.547831690404564,0,0,0
5315,1,0.614198561757803,0,0,0
5316,0,0.766243099002168,1,0,0
5317,0,0.286158653208986,1,1,NA
5318,1,0.861866428516805,2,0,0
5319,0,0.194426149129868,1,0,1
5320,0,0.583794540725648,1,0,0
5321,1,0.673246567137539,1,0,0
5322,0,0.348917140858248,1,0,0
5323,0,0.725091748405248,2,1,NA
5324,0,0.108261780347675,1,0,1
5325,0,0.800512155750766,1,0,0
5326,0,0.512305587530136,1,1,NA
5327,0,0.410527582513168,0,0,1
5328,0,0.276470116805285,0,0,0
5329,0,0.792562358547002,0,0,0
5330,1,0.300419085193425,1,0,0
5331,0,0.369522921275347,0,0,0
5332,0,0.75346698006615,1,0,0
5333,1,0.841072236886248,1,0,1
5334,0,0.279900551540777,1,0,0
5335,0,0.512204274302348,1,0,0
5336,0,0.627215398242697,2,0,0
5337,1,0.468833766179159,0,0,0
5338,0,0.942407924449071,0,0,0
5339,1,0.315076265949756,2,0,0
5340,1,0.208411085885018,2,0,0
5341,0,0.61950800078921,1,1,NA
5342,0,0.410917800851166,0,0,0
5343,0,0.410540185403079,2,1,NA
5344,1,0.141692467266694,1,0,0
5345,1,0.853534260299057,1,0,0
5346,0,0.783507467247546,1,0,0
5347,0,0.618932181270793,1,0,1
5348,0,0.617866683052853,1,0,1
5349,1,0.234768743859604,0,0,0
5350,0,0.76762223104015,0,1,NA
5351,0,0.0279394488316029,1,0,0
5352,1,0.713864791672677,1,0,0
5353,1,0.214726084610447,2,0,0
5354,1,0.816854979144409,2,0,0
5355,1,0.361467184266075,1,0,0
